400,6538.89
410,6961.95
420,6950.89
430,7214.79
440,7530.72
450,7926.72
460,8081.93
470,8580.5
480,8760.67
490,8819.44
500,8950.35
510,9873.51
520,9597.8
530,10118.3
540,10348.3
550,10600.7
560,11250.4
570,11624.8
580,11416.5
590,12101.6
600,11983.1
610,12823.1
620,13132.1
630,12975.1
640,13469.5
650,12855.4
660,14602.7
670,13732.6
680,15222.2
690,15078.6
700,15459.2
710,15477.2
720,15960.4
730,16513.1
740,16390.7
750,17095.3
760,17461.2
770,16898.8
780,17729.9
790,19334
800,19038.7
810,19801.3
820,19344.5
830,20428.7
840,19941.1
850,20524.2
860,20678.3
870,21334.9
880,21644.5
890,21117.6
900,22552.2
910,22987.5
920,22786.3
930,22804.1
940,22988.7
950,24090.7
960,25213.6
970,25187.4
980,24813.3
990,25452.5
